Reservoir,Date,Live_Storage(TMC),Reservoir_level(ft/m),Inflow,Outflow
Kabini,2017-05-01,3.95,2249.41,35,50
Kabini,2017-05-02,3.95,2249.39,69,50
Kabini,2017-05-03,3.94,2249.36,40,50
Kabini,2017-05-04,3.93,2249.34,68,50
Kabini,2017-05-05,3.92,2249.29,33,100
Kabini,2017-05-06,3.91,2249.25,61,100
Kabini,2017-05-07,3.9,2249.2,32,100
Kabini,2017-05-08,3.89,2249.16,60,100
Kabini,2017-05-09,3.88,2249.11,31,100
Kabini,2017-05-10,3.87,2249.07,60,100
Kabini,2017-05-11,3.85,2249.02,31,100
Kabini,2017-05-12,3.85,2248.98,63,100
Kabini,2017-05-13,3.83,2248.93,37,100
Kabini,2017-05-14,3.82,2248.89,64,100
Kabini,2017-05-15,3.81,2248.84,37,100
Kabini,2017-05-16,3.8,2248.8,65,100
Kabini,2017-05-17,3.79,2248.75,36,100
Kabini,2017-05-18,3.78,2248.71,64,100
Kabini,2017-05-19,3.77,2248.66,36,100
Kabini,2017-05-20,3.76,2248.62,64,100
Kabini,2017-05-21,3.75,2248.58,64,100
Kabini,2017-05-22,3.74,2248.55,92,100
Kabini,2017-05-23,3.73,2248.51,64,100
Kabini,2017-05-24,3.72,2248.46,36,100
Kabini,2017-05-25,3.71,2248.42,64,100
Kabini,2017-05-26,3.71,2248.39,91,100
Kabini,2017-05-27,3.7,2248.35,64,100
Kabini,2017-05-28,3.69,2248.32,91,100
Kabini,2017-05-29,3.68,2248.28,63,100
Kabini,2017-05-30,3.67,2248.25,90,100
Kabini,2017-05-31,3.67,2248.23,118,100
Kabini,2017-06-01,3.66,2248.2,90,100
Kabini,2017-06-02,3.66,2248.18,118,100
Kabini,2017-06-03,3.65,2248.17,146,100
Kabini,2017-06-04,3.65,2248.15,118,100
Kabini,2017-06-05,3.64,2248.12,91,100
Kabini,2017-06-06,3.64,2248.1,118,100
Kabini,2017-06-07,3.63,2248.07,90,100
Kabini,2017-06-08,3.62,2248.05,118,100
Kabini,2017-06-09,3.62,2248.04,145,100
Kabini,2017-06-10,3.62,2248.02,118,100
Kabini,2017-06-11,3.62,2248.01,145,100
Kabini,2017-06-12,3.64,2248.13,502,100
Kabini,2017-06-13,3.77,2248.65,1601,100
Kabini,2017-06-14,3.87,2249.1,1423,100
Kabini,2017-06-15,3.92,2249.3,750,100
Kabini,2017-06-16,3.95,2249.41,492,100
Kabini,2017-06-17,3.98,2249.53,522,100
Kabini,2017-06-18,4.01,2249.66,551,100
Kabini,2017-06-19,4.04,2249.78,523,100
Kabini,2017-06-20,4.08,2249.91,552,100
Kabini,2017-06-21,4.11,2250.03,530,100
Kabini,2017-06-22,4.15,2250.18,639,100
Kabini,2017-06-23,4.15,2250.18,639,100
Kabini,2017-06-24,4.28,2250.7,1099,100
Kabini,2017-07-01,7.67,2260.92,5931,3000
Kabini,2017-06-25,4.42,2251.2,1750,100
Kabini,2017-06-26,4.57,2251.75,1970,100
Kabini,2017-06-27,4.94,2253.02,4512,100
Kabini,2017-06-28,6.08,2256.48,13291,100
Kabini,2017-06-29,6.87,2258.74,9355,100
Kabini,2017-06-30,7.43,2260.27,7680,1067
Kabini,2017-07-02,8,2261.3,4340,2646
Kabini,2017-07-03,8,2261.7,3842,2000
Kabini,2017-07-04,8,2262.0,3571,2000
Kabini,2017-07-05,8,2262.4,3881,2000
Kabini,2017-07-06,8,2262.7,3597,2000
Kabini,2017-07-07,9,2263.1,3749,2000
Kabini,2017-07-08,9,2263.3,3460,2000
Kabini,2017-07-09,8.76,2263.6,3411,2000
Kabini,2017-07-10,8.8,2263.7,2573,2000
Kabini,2017-07-11,8.83,2263.75,2326,2000
Kabini,2017-07-12,8.85,2263.8,2327,2000
Kabini,2017-07-13,8.93,2264.0,3067,2000
Kabini,2017-07-14,9.0,2264.15,2839,2000
Kabini,2017-07-15,9.16,2264.53,4002,2000
Kabini,2017-07-16,9.32,2264.89,3901,2000
Kabini,2017-07-17,9.52,2265.35,4434,2000
Kabini,2017-07-18,9.8,2265.98,5315,2000
Kabini,2017-07-19,10.24,2266.94,7105,2000
Kabini,2017-07-20,11.22,2269.04,13449,2000
Kabini,2017-07-21,12.55,2271.75,17555,2000
Kabini,2017-07-22,13.39,2273.36,13615,3792
Kabini,2017-07-23,13.72,2273.97,9871,6000
Kabini,2017-07-24,13.77,2274.06,6659,6000
Kabini,2017-07-25,13.72,2273.97,5540,6000
Kabini,2017-07-26,13.59,2273.72,4554,6000
Kabini,2017-07-27,13.42,2273.4,4120,6000
Kabini,2017-07-28,13.22,2273.04,3872,6000
Kabini,2017-07-29,13.07,2272.75,4340,6000
Kabini,2017-07-30,12.92,2272.46,4346,6000
Kabini,2017-07-31,12.69,2272.02,3439,6000
Kabini,2017-08-01,12.44,2271.53,3224,6000
Kabini,2017-08-02,12.18,2271.01,3051,6000
Kabini,2017-08-03,11.88,2270.4,2604,6000
Kabini,2017-08-04,11.63,2269.9,3257,6000
Kabini,2017-08-05,11.49,2269.6,4405,6000
Kabini,2017-08-06,11.57,2269.77,7039,6000
Kabini,2017-08-07,11.81,2270.26,8111,5250
Kabini,2017-08-08,11.97,2270.58,5921,4000
Kabini,2017-08-09,11.93,2270.5,3635,4000
Kabini,2017-08-10,11.87,2270.39,3463,4000
Kabini,2017-08-11,11.71,2270.05,3565,5417
Kabini,2017-08-12,11.47,2269.56,3574,6225
Kabini,2017-08-19,10.27,2267.01,2625,3825
Kabini,2017-08-13,11.2,2269.0,2989,6025
Kabini,2017-08-14,10.92,2268.41,2888,6025
Kabini,2017-08-15,10.71,2267.96,3040,5408
Kabini,2017-08-16,10.58,2267.68,3057,4471
Kabini,2017-08-17,10.5,2267.5,2947,3825
Kabini,2017-08-18,10.38,2267.25,2572,3825
Kabini,2017-08-20,10.28,2267.04,4071,3825
Kabini,2017-08-21,10.59,2267.7,7447,3825
Kabini,2017-08-22,10.93,2268.43,7870,3825
Kabini,2017-08-23,11.32,2269.24,8369,3825
Kabini,2017-08-24,11.6,2269.84,7264,3825
Kabini,2017-08-25,11.72,2270.08,5266,3825
Kabini,2017-08-26,11.76,2270.16,3573,3025
Kabini,2017-08-27,11.82,2270.29,3859,3025
Kabini,2017-08-28,12.17,2270.98,7062,3025
Kabini,2017-08-29,12.81,2272.25,10595,3025
Kabini,2017-08-30,13.9,2274.3,14930,2250
Kabini,2017-08-31,14.66,2275.7,12195,3333
Kabini,2017-09-01,15.06,2276.44,8775,4000
Kabini,2017-09-02,15.09,2276.49,4419,4000
Kabini,2017-09-03,15.13,2276.57,3859,3250
Kabini,2017-09-04,15.34,2276.95,4511,2000
Kabini,2017-09-05,15.51,2277.26,4084,2000
Kabini,2017-09-06,15.85,2277.87,6007,2000
Kabini,2017-09-07,16.06,2278.25,4547,2000
Kabini,2017-09-08,16.16,2278.43,3264,2000
Kabini,2017-09-09,16.24,2278.57,3006,2000
Kabini,2017-09-10,16.39,2278.85,3909,2000
Kabini,2017-09-11,16.44,2278.94,2684,2000
Kabini,2017-09-12,16.46,2278.97,2298,2000
Kabini,2017-09-13,16.45,2278.95,1975,2000
Kabini,2017-09-14,16.42,2278.9,1782,2000
Kabini,2017-09-15,16.45,2278.95,2127,1700
Kabini,2017-09-16,16.49,2279.03,2325,1700
Kabini,2017-09-17,16.73,2279.44,4479,1669
Kabini,2017-09-18,17.58,2280.9,12796,1825
Kabini,2017-09-19,18.52,2282.45,18922,7875
Kabini,2017-09-20,18.95,2283.12,19844,14833
Kabini,2017-09-21,19.52,2284.0,15765,9025
Kabini,2017-09-22,19.46,2283.91,10296,10850
Kabini,2017-09-23,19.2,2283.51,8163,11050
Kabini,2017-09-24,18.83,2282.94,6899,11050
Kabini,2017-09-25,18.62,2282.61,4399,6675
Kabini,2017-09-26,18.5,2282.41,3733,5067
Kabini,2017-09-27,18.35,2282.18,3473,5025
Kabini,2017-09-28,18.24,2282.0,3585,4775
Kabini,2017-09-29,18.13,2281.82,3383,4525
Kabini,2017-09-30,17.95,2281.52,2544,4525
Kabini,2017-10-01,17.8,2281.27,2392,4025
Kabini,2017-10-02,17.72,2281.13,2433,3317
Kabini,2017-10-03,17.69,2281.08,2769,3025
Kabini,2017-10-04,17.61,2280.95,2217,3025
Kabini,2017-10-05,17.52,2280.81,2158,3025
Kabini,2017-10-06,17.42,2280.64,1952,3025
Kabini,2017-10-07,17.45,2280.69,2460,2025
Kabini,2017-10-08,17.44,2280.66,1911,2025
Kabini,2017-10-09,17.39,2280.58,1569,2025
Kabini,2017-10-10,17.36,2280.53,1774,2025
Kabini,2017-10-11,17.31,2280.45,1568,2025
Kabini,2017-10-12,17.5,2280.76,2949,733
Kabini,2017-10-13,17.66,2281.04,2042,25
Kabini,2017-10-14,17.8,2281.27,1725,25
Kabini,2017-10-15,17.96,2281.53,1935,25
Kabini,2017-10-16,18.07,2281.72,1447,25
Kabini,2017-10-17,18.17,2281.89,1308,25
Kabini,2017-10-18,18.17,2281.89,1308,25
Kabini,2017-10-19,18.35,2282.17,1510,325
Kabini,2017-10-20,18.4,2282.25,1002,325
Kabini,2017-10-21,18.43,2282.3,785,325
Kabini,2017-10-22,18.45,2282.33,640,325
Kabini,2017-10-23,18.45,2282.33,672,575
Kabini,2017-10-24,18.44,2282.32,650,625
Kabini,2017-10-25,18.4,2282.26,587,925
Kabini,2017-10-26,18.33,2282.15,624,1325
Kabini,2017-10-27,18.27,2282.04,623,1325
Kabini,2017-10-28,18.18,2281.9,631,1525
Kabini,2017-10-29,18.27,2282.05,2683,1525
Kabini,2017-10-30,18.24,2282.0,1258,1525
Kabini,2017-10-31,18.19,2281.91,991,1525
Kabini,2017-11-01,18.09,2281.75,503,1525
Kabini,2017-11-02,18.0,2281.6,556,1525
Kabini,2017-11-03,17.9,2281.44,486,1525
Kabini,2017-11-04,17.81,2281.28,485,1525
Kabini,2017-11-05,17.7,2281.11,415,1525
Kabini,2017-11-06,17.6,2280.94,424,1525
Kabini,2017-11-07,17.54,2280.84,416,1025
Kabini,2017-11-08,17.54,2280.84,602,525
Kabini,2017-11-09,17.55,2280.85,670,525
Kabini,2017-11-10,17.54,2280.84,633,525
Kabini,2017-11-11,17.54,2280.83,533,525
Kabini,2017-11-12,17.52,2280.81,464,525
Kabini,2017-11-13,17.51,2280.78,396,525
Kabini,2017-11-14,17.48,2280.74,327,525
Kabini,2017-11-15,17.45,2280.69,259,525
Kabini,2017-11-16,17.42,2280.64,258,525
Kabini,2017-11-17,17.39,2280.58,190,525
Kabini,2017-11-18,17.35,2280.52,189,525
Kabini,2017-11-19,17.32,2280.46,189,525
Kabini,2017-11-20,17.29,2280.41,258,525
Kabini,2017-11-21,17.23,2280.31,665,1275
Kabini,2017-11-22,17.15,2280.18,1209,2025
Kabini,2017-11-23,17.04,2279.99,500,1725
Kabini,2017-11-24,16.91,2279.76,282,1725
Kabini,2017-11-25,16.78,2279.53,281,1725
Kabini,2017-11-26,16.64,2279.29,215,1725
Kabini,2017-11-27,16.5,2279.05,214,1725
Kabini,2017-11-28,16.34,2278.76,220,2025
Kabini,2017-11-29,16.18,2278.47,203,2000
Kabini,2017-11-30,16.02,2278.18,202,2000
Kabini,2017-12-01,15.86,2277.89,207,2000
Kabini,2017-12-02,15.75,2277.69,489,1700
Kabini,2017-12-03,15.66,2277.54,809,1700
Kabini,2017-12-04,15.61,2277.44,529,1100
Kabini,2017-12-05,15.58,2277.39,249,500
Kabini,2017-12-06,15.55,2277.33,184,500
Kabini,2017-12-07,15.51,2277.27,184,500
Kabini,2017-12-08,15.48,2277.2,120,500
Kabini,2017-12-09,15.44,2277.13,120,500
Kabini,2017-12-10,15.4,2277.06,121,500
Kabini,2017-12-11,15.36,2276.99,120,500
Kabini,2017-12-12,15.32,2276.92,125,500
Kabini,2017-12-13,15.28,2276.85,124,500
Kabini,2017-12-14,15.25,2276.78,125,500
Kabini,2017-12-15,15.21,2276.71,124,500
Kabini,2017-12-16,15.17,2276.64,125,500
Kabini,2017-12-17,15.12,2276.56,111,550
Kabini,2017-12-18,15.08,2276.48,110,550
Kabini,2017-12-19,14.98,2276.29,138,1275
Kabini,2017-12-20,14.98,2276.29,138,1275
Kabini,2017-12-21,14.73,2275.83,144,1525
Kabini,2017-12-22,14.6,2275.6,147,1525
Kabini,2017-12-23,14.48,2275.37,148,1525
Kabini,2017-12-24,14.35,2275.14,146,1525
Kabini,2017-12-25,14.23,2274.91,151,1525
Kabini,2017-12-26,14.14,2274.75,136,1067
Kabini,2017-12-27,14.08,2274.64,135,754
Kabini,2017-12-28,14.04,2274.57,155,525
Kabini,2017-12-29,14.0,2274.49,93,525
Kabini,2017-12-30,13.96,2274.41,92,525
Kabini,2017-12-31,13.92,2274.34,130,500
Kabini,2018-01-01,13.88,2274.27,129,500
Kabini,2018-01-02,13.84,2274.2,130,500
Kabini,2018-01-03,13.81,2274.13,129,500
Kabini,2018-01-04,13.77,2274.06,130,500
Kabini,2018-01-05,13.73,2273.99,131,500
Kabini,2018-01-06,13.71,2273.95,119,300
Kabini,2018-01-07,13.69,2273.91,118,300
Kabini,2018-01-08,13.67,2273.87,119,300
Kabini,2018-01-09,13.65,2273.83,118,300
Kabini,2018-01-10,13.62,2273.79,119,300
Kabini,2018-01-11,13.6,2273.75,118,300
Kabini,2018-01-12,13.58,2273.71,119,300
Kabini,2018-01-13,13.56,2273.67,118,300
Kabini,2018-01-14,13.54,2273.63,119,300
Kabini,2018-01-15,13.52,2273.59,118,300
Kabini,2018-01-16,13.5,2273.55,119,300
Kabini,2018-01-17,13.47,2273.51,118,300
Kabini,2018-01-18,13.45,2273.47,119,300
Kabini,2018-01-19,13.43,2273.43,118,300
Kabini,2018-01-20,13.41,2273.39,117,300
Kabini,2018-01-21,13.39,2273.35,118,300
Kabini,2018-01-22,13.37,2273.31,117,300
Kabini,2018-01-23,13.35,2273.27,118,300
Kabini,2018-01-24,13.33,2273.23,117,300
Kabini,2018-01-25,13.3,2273.19,118,300
Kabini,2018-01-26,13.28,2273.15,116,300
Kabini,2018-01-27,13.26,2273.11,117,300
Kabini,2018-01-28,13.23,2273.05,94,400
Kabini,2018-01-29,13.2,2272.99,96,400
Kabini,2018-01-30,13.17,2272.93,102,400
Kabini,2018-01-31,13.13,2272.87,103,400
Kabini,2018-02-01,13.1,2272.81,102,400
Kabini,2018-02-02,13.06,2272.72,128,600
Kabini,2018-02-03,13.01,2272.63,127,600
Kabini,2018-02-04,12.96,2272.54,128,600
Kabini,2018-02-05,12.92,2272.45,127,600
Kabini,2018-02-06,12.92,2272.45,127,600
Kabini,2018-02-07,12.64,2271.92,97,2125
Kabini,2018-02-08,12.46,2271.56,89,2125
Kabini,2018-02-09,12.28,2271.2,88,2125
Kabini,2018-02-10,12.1,2270.84,109,2125
Kabini,2018-02-11,11.92,2270.48,135,2125
Kabini,2018-02-12,11.74,2270.12,160,2150
Kabini,2018-02-13,11.56,2269.75,136,2150
Kabini,2018-02-14,11.38,2269.38,151,2150
Kabini,2018-02-15,11.2,2269.01,150,2150
Kabini,2018-02-16,11.02,2268.63,137,2150
Kabini,2018-02-17,10.85,2268.25,138,2150
Kabini,2018-02-18,10.74,2268.02,132,1325
Kabini,2018-02-19,10.7,2267.94,133,1275
Kabini,2018-02-20,10.63,2267.8,117,750
Kabini,2018-02-21,10.56,2267.63,99,1000
Kabini,2018-02-22,10.47,2267.45,100,1000
Kabini,2018-02-23,10.4,2267.3,113,800
Kabini,2018-02-24,10.34,2267.17,112,800
Kabini,2018-02-25,10.28,2267.03,113,800
Kabini,2018-02-26,10.21,2266.89,126,800
Kabini,2018-02-27,10.15,2266.74,78,800
Kabini,2018-02-28,10.08,2266.59,77,800
Kabini,2018-03-01,10.01,2266.44,78,800
Kabini,2018-03-02,9.95,2266.3,66,700
Kabini,2018-03-03,9.88,2266.16,65,700
Kabini,2018-03-04,9.82,2266.02,66,700
Kabini,2018-03-05,9.76,2265.88,77,700
Kabini,2018-03-06,9.61,2265.55,54,1650
Kabini,2018-03-07,9.44,2265.16,46,1950
Kabini,2018-03-08,9.27,2264.77,62,1950
Kabini,2018-03-09,9.1,2264.38,73,1950
Kabini,2018-03-10,8.93,2263.99,70,1950
Kabini,2018-03-11,8.76,2263.59,71,1950
Kabini,2018-03-12,8.59,2263.19,68,1950
Kabini,2018-03-13,8.42,2262.8,58,1850
Kabini,2018-03-14,8.28,2262.44,129,1750
Kabini,2018-03-15,8.26,2262.4,1649,1750
Kabini,2018-03-16,8.3,2262.5,1064,500
Kabini,2018-03-17,8.34,2262.6,839,275
Kabini,2018-03-18,8.36,2262.64,479,200
Kabini,2018-03-19,8.36,2262.65,337,200
Kabini,2018-03-20,8.36,2262.64,242,200
Kabini,2018-03-21,8.35,2262.61,147,200
Kabini,2018-03-22,8.31,2262.53,109,400
Kabini,2018-03-23,8.26,2262.4,71,600
Kabini,2018-03-24,8.21,2262.27,70,600
Kabini,2018-03-25,8.16,2262.15,68,550
Kabini,2018-03-26,8.11,2262.04,65,500
Kabini,2018-03-27,8.06,2261.92,84,550
Kabini,2018-03-28,8.01,2261.79,97,600
Kabini,2018-03-29,7.96,2261.66,96,600
Kabini,2018-03-30,7.91,2261.53,95,600
Kabini,2018-03-31,7.86,2261.41,141,600
Kabini,2018-04-01,7.82,2261.29,140,600
Kabini,2018-04-02,7.77,2261.16,110,600
Kabini,2018-04-03,7.72,2261.03,123,600
Kabini,2018-04-04,7.66,2260.89,92,600
Kabini,2018-04-05,7.61,2260.75,95,600
Kabini,2018-04-06,7.5,2260.45,90,1300
Kabini,2018-04-07,7.38,2260.14,95,1350
Kabini,2018-04-08,7.26,2259.82,78,1350
Kabini,2018-04-09,7.14,2259.5,99,1350
Kabini,2018-04-10,7.02,2259.18,98,1350
Kabini,2018-04-11,6.9,2258.83,91,1450
Kabini,2018-04-12,6.76,2258.43,106,1650
Kabini,2018-04-13,6.61,2258.03,105,1650
Kabini,2018-04-14,6.48,2257.63,80,1600
Kabini,2018-04-15,6.34,2257.24,72,1550
Kabini,2018-04-16,6.3,2257.11,73,500
Kabini,2018-04-17,6.26,2257.0,154,500
Kabini,2018-04-18,6.26,2257.01,640,500
Kabini,2018-04-19,6.24,2256.95,362,500
Kabini,2018-04-20,6.21,2256.86,244,500
Kabini,2018-04-21,6.18,2256.76,305,600
Kabini,2018-04-22,6.14,2256.65,265,600
Kabini,2018-04-23,6.1,2256.55,304,600
Kabini,2018-04-24,6.06,2256.43,225,600
Kabini,2018-04-25,6.02,2256.3,186,600
Kabini,2018-04-26,5.98,2256.2,304,600
Kabini,2018-04-27,5.94,2256.08,225,600
Kabini,2018-04-28,5.89,2255.94,150,600
Kabini,2018-04-29,5.84,2255.79,118,600
Kabini,2018-04-30,5.79,2255.64,117,600
Kabini,2018-05-01,5.75,2255.5,156,600
Kabini,2018-05-02,5.71,2255.38,240,600
Kabini,2018-05-03,5.67,2255.27,278,600
Kabini,2018-05-04,5.65,2255.2,433,600
Kabini,2018-05-05,5.62,2255.11,355,600
Kabini,2018-05-06,5.58,2254.99,240,600
Kabini,2018-05-07,5.53,2254.86,212,600
Kabini,2018-05-08,5.49,2254.72,174,600
Kabini,2018-05-09,5.48,2254.7,626,600
Kabini,2018-05-10,5.48,2254.7,702,600
Kabini,2018-05-11,5.46,2254.64,475,600
Kabini,2018-05-12,5.45,2254.6,551,600
Kabini,2018-05-13,5.45,2254.6,702,600
Kabini,2018-05-14,5.45,2254.62,777,600
Kabini,2018-05-15,5.44,2254.59,588,600
Kabini,2018-05-16,5.44,2254.57,626,600
Kabini,2018-05-17,5.44,2254.56,664,600
Kabini,2018-05-18,5.45,2254.6,853,600
Kabini,2018-05-19,5.45,2254.62,777,600
Kabini,2018-05-20,5.46,2254.65,815,600
Kabini,2018-05-21,5.47,2254.67,777,600
Kabini,2018-05-22,5.48,2254.7,815,600
Kabini,2018-05-23,5.49,2254.72,777,600
Kabini,2018-05-24,5.5,2254.75,815,600
Kabini,2018-05-25,5.5,2254.76,740,600
Kabini,2018-05-26,5.66,2255.25,2349,375
Kabini,2018-05-27,5.84,2255.78,2450,300
Kabini,2018-05-28,6.0,2256.25,2240,300
Kabini,2018-05-29,6.17,2256.75,2378,300
Kabini,2018-05-30,6.34,2257.25,2405,300
Kabini,2018-05-31,6.53,2257.8,2635,300
Kabini,2018-06-01,6.67,2258.2,2043,300
Kabini,2018-06-02,6.74,2258.4,1203,300
Kabini,2018-06-03,6.81,2258.58,1038,217
Kabini,2018-06-04,6.84,2258.66,509,100
Kabini,2018-06-05,6.87,2258.75,551,100
Kabini,2018-06-06,6.89,2258.82,469,100
Kabini,2018-06-07,6.92,2258.9,510,100
Kabini,2018-06-08,6.99,2259.1,1017,100
Kabini,2018-06-09,7.14,2259.5,1878,100
Kabini,2018-06-10,7.72,2261.05,6932,100
Kabini,2018-06-11,9.69,2265.72,22937,100
Kabini,2018-06-12,11.22,2269.04,17921,100
Kabini,2018-06-13,13.23,2273.05,23487,100
Kabini,2018-06-14,15.12,2276.55,22098,100
Kabini,2018-06-15,16.87,2279.7,36650,16208
Kabini,2018-06-16,16.7,2279.4,33153,35000
Kabini,2018-06-17,16.93,2279.8,21517,18750
Kabini,2018-06-19,18.13,2281.82,5805,500
Kabini,2018-06-20,18.46,2282.35,4436,500
Kabini,2018-06-21,18.43,2282.3,12153,12375
Kabini,2018-06-22,17.64,2281.0,15690,24713
Kabini,2018-06-23,17.52,2280.8,13788,15025
Kabini,2018-06-24,17.46,2280.7,6115,6667
Kabini,2018-06-18,17.69,2281.08,9593,729
Kabini,2018-06-25,17.64,2281.0,2440,250
Kabini,2018-06-26,17.81,2281.28,2591,500
Kabini,2018-06-27,18.09,2281.75,3919,500
Kabini,2018-06-28,18.46,2282.35,10591,6167
Kabini,2018-06-29,18.38,2282.23,21353,22083
Kabini,2018-06-30,18.32,2282.13,18997,19583
Kabini,2018-07-01,18.46,2282.35,9028,7292
Kabini,2018-07-02,18.48,2282.38,5334,5000
Kabini,2018-07-03,18.44,2282.32,4681,5000
Kabini,2018-07-04,18.34,2282.16,3956,5000
Kabini,2018-07-05,18.34,2282.16,3956,5000
Kabini,2018-07-06,18.56,2282.51,2278,1000
Kabini,2018-07-07,18.54,2282.48,4361,4462
Kabini,2018-07-08,18.37,2282.2,27814,25375
Kabini,2018-07-09,18,2282.32,32635,36000
Kabini,2018-07-10,18,2282.14,35685,36875
Kabini,2018-07-11,18,2282.22,40363,39667
Kabini,2018-07-12,18,2282.09,47547,48375
Kabini,2018-07-13,18,2281.82,45455,47250
Kabini,2018-07-14,18,2281.46,43400,45800
Kabini,2018-07-15,18,2281.27,40002,41216
Kabini,2018-07-16,18.04,2281.66,36137,33300
Kabini,2018-07-17,18.24,2282.0,38289,35800
Kabini,2018-07-18,18.13,2281.82,39568,40800
Kabini,2018-07-19,18.25,2282.02,37311,35800
Kabini,2018-07-20,18.24,2282.0,36400,36425
Kabini,2018-07-21,19.36,2283.76,28573,15483
Kabini,2018-07-22,19.08,2283.33,31420,34533
Kabini,2018-07-23,18.87,2283.0,28838,31200
Kabini,2018-07-24,18.89,2283.04,27558,27138
Kabini,2018-07-25,18.71,2282.75,28079,30075
Kabini,2018-07-26,18.79,2282.87,28022,27033
Kabini,2018-07-27,18.87,2283.0,27262,26200
Kabini,2018-07-28,18.69,2282.71,24215,26200
Kabini,2018-07-29,18.74,2282.79,19815,19117
Kabini,2018-07-30,18.8,2282.89,17044,16200
Kabini,2018-07-31,18.79,2282.87,16174,16200
Kabini,2018-08-01,18.98,2283.17,18541,16200
Kabini,2018-08-02,18.96,2283.14,21094,21200
Kabini,2018-08-03,18.96,2283.15,19520,19325
Kabini,2018-08-04,19.04,2283.27,17222,16200
Kabini,2018-08-05,18.98,2283.17,15568,16200
Kabini,2018-08-06,18.89,2283.04,9925,10783
Kabini,2018-08-07,18.96,2283.14,7072,6200
Kabini,2018-08-08,19.13,2283.4,9776,7700
Kabini,2018-08-09,18.91,2283.07,41692,44054
Kabini,2018-08-10,18.4,2282.25,69471,75321
Kabini,2018-08-11,17.88,2281.41,75380,81200
Kabini,2018-08-12,15.89,2277.95,58229,81200
Kabini,2018-08-13,15.39,2277.05,45750,51408
Kabini,2018-08-14,15.33,2276.93,40589,41250
Kabini,2018-08-15,15.93,2278.02,50618,43542
Kabini,2018-08-16,16.29,2278.67,55960,51667
Kabini,2018-08-17,17.15,2280.17,79577,69583
Kabini,2018-08-18,17.19,2280.25,80032,79375
Kabini,2018-08-19,17.06,2280.02,61449,62917
Kabini,2018-08-20,17.12,2280.13,47529,46667
Kabini,2018-08-21,17.82,2281.3,35251,27083
Kabini,2018-08-22,18.23,2281.99,26182,21250
Kabini,2018-08-23,18.6,2282.58,20645,16250
Kabini,2018-08-24,18.64,2282.64,16803,16250
Kabini,2018-08-25,18.67,2282.68,13116,12708
Kabini,2018-08-26,18.67,2282.68,11368,11250
Kabini,2018-08-27,18.72,2282.77,7021,6250
Kabini,2018-08-28,18.82,2282.92,7457,6250
Kabini,2018-08-29,18.81,2282.91,9296,9250
Kabini,2018-08-30,18.89,2283.04,12489,11417
Kabini,2018-08-31,18.81,2282.91,10749,11583
Kabini,2018-09-01,18.79,2282.87,7578,7750
Kabini,2018-09-02,18.96,2283.14,5118,3000
Kabini,2018-09-03,19.18,2283.48,4932,2250
Kabini,2018-09-04,19.34,2283.73,4756,2750
Kabini,2018-09-05,19.32,2283.69,4075,4250
Kabini,2018-09-06,19.26,2283.61,3774,4250
Kabini,2018-09-07,19.28,2283.63,2426,2150
Kabini,2018-09-08,19.3,2283.67,1977,1550
Kabini,2018-09-09,19.31,2283.68,1751,1550
Kabini,2018-09-10,19.32,2283.69,1752,1550
Kabini,2018-09-11,19.32,2283.69,1626,1500
Kabini,2018-09-12,19.31,2283.68,1551,1500
Kabini,2018-09-13,19.32,2283.69,1701,1500
Kabini,2018-09-14,19.3,2283.67,1476,1500
Kabini,2018-09-15,19.26,2283.61,1175,1500
Kabini,2018-09-16,19.26,2283.54,1099,1500
Kabini,2018-09-17,19.17,2283.47,1098,1500
Kabini,2018-09-18,19.12,2283.39,1023,1500
Kabini,2018-09-19,19.03,2283.25,1022,1950
Kabini,2018-09-20,19.07,2283.31,1045,2350
Kabini,2018-09-21,19.43,2283.86,1006,2350
Kabini,2018-09-22,18.65,2282.66,1021,2350
Kabini,2018-09-23,18.53,2282.46,1020,2350
Kabini,2018-09-24,18.46,2282.35,1673,2350
Kabini,2018-09-25,18.58,2282.54,3849,2350
Kabini,2018-09-26,18.54,2282.48,2036,2350
Kabini,2018-09-27,18.49,2282.4,1890,2350
Kabini,2018-09-28,18.43,2282.3,1745,2350
Kabini,2018-09-29,18.38,2282.22,1890,2350
Kabini,2018-09-30,18.46,2282.35,3063,2000
Kabini,2018-10-01,18.51,2282.43,2701,2000
Kabini,2018-10-02,18.55,2282.5,2655,2050
Kabini,2018-10-03,18.5,2282.41,1495,2050
Kabini,2018-10-04,18.44,2282.32,1494,2050
Kabini,2018-10-05,18.44,2282.32,2147,2050
Kabini,2018-10-06,18.53,2282.46,3163,2050
Kabini,2018-10-07,18.74,2282.79,4542,2050
Kabini,2018-10-08,18.82,2282.92,3092,2050
Kabini,2018-10-09,18.98,2283.17,4008,2050
Kabini,2018-10-10,19.13,2283.41,4163,2258
Kabini,2018-10-11,19.21,2283.53,3095,2092
Kabini,2018-10-12,19.21,2283.53,2151,2050
Kabini,2018-10-13,19.13,2283.4,1173,2050
Kabini,2018-10-14,19.07,2283.31,974,1550
Kabini,2018-10-15,19.04,2283.26,1274,1550
Kabini,2018-10-16,19.0,2283.2,1199,1550
Kabini,2018-10-17,19.03,2283.25,2026,1550
Kabini,2018-10-18,19.4,2283.82,7688,3300
